episode,total_reward_agent1
112,0.3999999999999999
113,-2.6000000000000005
114,-2.6
115,-2.6000000000000005
116,-1.6000000000000005
117,-1.6000000000000005
118,-4.6
119,-1.6000000000000003
120,-3.6000000000000005
121,-1.6000000000000003
122,-4.6000000000000005
123,-2.6000000000000005
124,-4.6
125,-4.6
126,-2.6000000000000005
127,-3.6000000000000005
128,-4.6000000000000005
129,-3.6
130,-1.6000000000000005
131,-0.6000000000000002
132,1.3999999999999995
133,-1.6000000000000003
134,-4.6000000000000005
135,-0.6000000000000002
136,-2.6000000000000005
137,-0.6000000000000005
138,-0.6000000000000004
139,-4.6000000000000005
140,-0.6000000000000003
141,-0.6000000000000004
142,-1.6
143,-1.6
144,-4.6000000000000005
145,-1.6000000000000005
146,-2.6000000000000005
147,-3.6000000000000005
148,0.3999999999999996
149,-3.6000000000000005
150,-2.6000000000000005
151,-1.6000000000000005
152,-3.6000000000000005
153,-2.6000000000000005
154,-0.6
155,0.3999999999999999
156,-2.6000000000000005
157,0.3999999999999999
158,-3.6000000000000005
159,-4.6000000000000005
160,-1.6000000000000003
161,-1.6000000000000003
162,-1.6
163,-2.6000000000000005
164,-3.6000000000000005
165,-2.6000000000000005
166,3.3999999999999995
167,-2.6000000000000005
168,-5.6
169,-2.6000000000000005
170,0.3999999999999998
171,-1.6000000000000005
172,-2.6000000000000005
173,-1.6000000000000005
174,-0.6000000000000004
175,-1.6000000000000003
176,-5.6
177,-0.6
178,-3.6000000000000005
179,-0.6
180,-2.6
181,0.3999999999999997
182,-2.6000000000000005
183,-5.6
184,-0.6000000000000003
185,-5.6
186,-1.6000000000000005
187,-5.6
188,-3.6
189,-2.6000000000000005
190,0.39999999999999947
191,-3.6000000000000005
192,-0.6
193,-3.6000000000000005
194,1.3999999999999995
195,-1.6000000000000005
196,-2.6
197,-1.6000000000000005
198,-2.6000000000000005
199,-2.6000000000000005
200,-1.6000000000000005
201,-5.6
202,-3.6000000000000005
203,-2.6000000000000005
204,-0.6000000000000005
205,-2.6000000000000005
206,-2.6
207,0.3999999999999996
208,-3.6000000000000005
209,-3.6000000000000005
210,-2.6000000000000005
211,1.4
212,0.3999999999999997
213,-5.6
214,0.3999999999999998
215,-0.6
216,-1.6000000000000003
217,-2.6
218,-3.6000000000000005
219,-0.6000000000000002
220,-0.6
221,-2.6000000000000005
222,-1.6000000000000005
223,-2.6000000000000005
224,-1.6
225,-3.6000000000000005
226,-0.6
227,-3.6000000000000005
228,-1.6
229,-3.6000000000000005
230,-2.6000000000000005
231,-3.6000000000000005
232,-3.6000000000000005
233,-3.6000000000000005
234,-3.6000000000000005
235,-2.6000000000000005
236,-1.6
237,-2.6000000000000005
238,-4.6000000000000005
239,-2.6000000000000005
240,-3.6000000000000005
241,-2.6
242,-2.6000000000000005
243,-2.6
244,-5.6
245,-3.6000000000000005
246,-0.6000000000000003
247,-1.6000000000000003
248,-1.6000000000000005
249,-1.6
250,0.3999999999999998
251,-3.6000000000000005
252,-1.6
253,-3.6000000000000005
254,-2.6000000000000005
255,-3.6000000000000005
256,-4.6
257,-2.6000000000000005
258,1.3999999999999995
259,-1.6000000000000005
260,-0.6000000000000003
261,-3.6000000000000005
262,-1.6000000000000005
263,-3.6000000000000005
264,-2.6
265,-3.6000000000000005
266,-1.6
267,-2.6000000000000005
268,-0.6
269,-2.6000000000000005
270,-3.6000000000000005
271,-1.6
272,-3.6000000000000005
273,-2.6000000000000005
274,-1.6000000000000005
275,-0.6
276,-3.6000000000000005
277,-0.6
278,-1.6000000000000005
279,-0.6
280,0.3999999999999998
281,-0.6
282,-0.6000000000000003
283,-1.6000000000000003
284,-2.6000000000000005
285,-3.6000000000000005
286,-1.6000000000000003
287,-2.6000000000000005
288,-0.6000000000000002
289,-0.6
290,-0.6000000000000003
291,-3.6000000000000005
292,-1.6000000000000003
293,-4.6000000000000005
294,-3.6
295,-0.6
296,1.4
297,-3.6000000000000005
298,-2.6000000000000005
299,0.3999999999999998
300,0.3999999999999999
301,1.3999999999999997
302,-2.6000000000000005
303,-1.6000000000000005
304,-2.6000000000000005
305,1.3999999999999995
306,-2.6000000000000005
307,-1.6000000000000003
308,-2.6000000000000005
309,-0.6000000000000003
310,-2.6000000000000005
311,-3.6000000000000005
312,-0.6000000000000004
313,-2.6000000000000005
314,-4.6000000000000005
315,-1.6000000000000005
316,-1.6000000000000003
317,-2.6000000000000005
318,-2.6000000000000005
319,-4.6000000000000005
320,-1.6000000000000003
321,-3.6000000000000005
322,-0.6
323,-3.6
324,-2.6000000000000005
325,-1.6000000000000003
326,-3.6000000000000005
327,-2.6000000000000005
328,-0.6
329,-1.6000000000000005
330,-1.6000000000000003
331,-0.6000000000000003
332,-2.6000000000000005
333,-0.6
334,-1.6000000000000005
335,-2.6000000000000005
336,-2.6000000000000005
337,0.3999999999999996
338,0.3999999999999998
339,-0.6
340,-1.6000000000000005
341,-2.6000000000000005
342,-0.6
343,-2.6000000000000005
344,-1.6000000000000003
345,-0.6
346,-0.6
347,-0.6
348,-2.6000000000000005
349,-1.6000000000000005
350,-1.6000000000000005
351,-3.6000000000000005
352,-4.6000000000000005
353,-4.6
354,-1.6
355,-0.6
356,0.3999999999999997
357,-1.6000000000000005
358,-0.6000000000000003
359,-4.6000000000000005
360,-0.6000000000000005
361,0.3999999999999996
362,1.3999999999999995
363,-1.6000000000000005
364,-2.6000000000000005
365,-2.6000000000000005
366,-1.6000000000000005
367,-1.6000000000000005
368,-2.6000000000000005
369,-0.6000000000000003
370,-1.6
371,-1.6000000000000005
372,0.3999999999999997
373,-3.6000000000000005
374,-1.6000000000000005
375,-2.6000000000000005
376,-0.6
377,-1.6000000000000005
378,0.3999999999999996
379,0.39999999999999947
380,-0.6
381,-1.6000000000000003
382,-2.6000000000000005
383,-1.6000000000000003
384,-0.6
385,-0.6
386,-0.6
387,-3.6000000000000005
388,-0.6
389,-1.6000000000000005
390,-1.6
391,-1.6000000000000005
392,-2.6000000000000005
393,-1.6000000000000005
394,-2.6000000000000005
395,0.3999999999999996
396,-3.6000000000000005
397,-0.6
398,-3.6000000000000005
399,-3.6000000000000005
400,-2.6000000000000005
401,0.3999999999999999
402,-2.6000000000000005
403,-4.6000000000000005
404,-1.6000000000000003
405,-0.6
406,-0.6
407,-1.6000000000000003
408,-1.6000000000000003
409,1.3999999999999997
410,-2.6000000000000005
411,-0.6000000000000002
412,-2.6
413,-1.6000000000000003
414,-1.6000000000000005
415,0.3999999999999998
416,-3.6000000000000005
417,-3.6000000000000005
418,-0.6
419,-1.6000000000000003
420,-2.6000000000000005
421,-1.6000000000000005
422,-3.6000000000000005
423,-1.6000000000000003
424,-1.6000000000000005
425,-3.6000000000000005
426,1.3999999999999995
427,-2.6000000000000005
428,-1.6000000000000005
429,1.4
430,-1.6000000000000005
431,-1.6000000000000005
432,-1.6000000000000003
433,-1.6000000000000005
434,-2.6000000000000005
435,-0.6
436,-1.6
437,-2.6000000000000005
438,-1.6
439,-2.6
440,-0.6
441,-3.6000000000000005
442,1.3999999999999997
443,-2.6000000000000005
444,-2.6000000000000005
445,-1.6000000000000005
446,-3.6000000000000005
447,-1.6000000000000005
448,-0.6
449,-0.6000000000000005
450,-1.6
451,-0.6000000000000005
452,-1.6000000000000005
453,-2.6000000000000005
454,-2.6000000000000005
455,1.3999999999999997
456,-1.6000000000000005
457,-2.6000000000000005
458,-0.6
459,-2.6000000000000005
460,1.3999999999999997
461,-0.6000000000000004
462,-1.6000000000000005
463,-0.6
464,-1.6000000000000005
465,-0.6000000000000003
466,9.4
467,-1.6
468,1.3999999999999995
469,-1.6000000000000005
470,-2.6
471,-3.6
472,-1.6000000000000005
473,-2.6000000000000005
474,-0.6000000000000003
475,-0.6000000000000005
476,-0.6
477,0.3999999999999997
478,-0.6
479,-2.6
480,1.3999999999999997
481,-1.6000000000000003
482,-1.6000000000000003
483,-0.6
484,3.4
485,1.3999999999999995
486,-0.6
487,-2.6000000000000005
488,-2.6000000000000005
489,9.4
490,-1.6
491,-1.6000000000000003
492,0.3999999999999999
493,-2.6
494,-1.6000000000000003
495,-1.6
496,-1.6000000000000005
497,9.4
498,-1.6000000000000005
499,-2.6
500,-0.6
501,0.3999999999999999
502,-1.6
503,-1.6000000000000005
504,-0.6
505,-1.6000000000000003
506,-2.6000000000000005
507,-1.6000000000000003
508,1.3999999999999995
509,0.3999999999999997
510,1.3999999999999997
511,-2.6000000000000005
512,-0.6
513,-1.6000000000000005
514,-0.6
515,-1.6000000000000003
516,-1.6000000000000005
517,1.3999999999999997
518,-0.6000000000000004
519,-0.6000000000000004
520,-0.6
521,0.3999999999999996
522,0.3999999999999998
523,-0.6000000000000003
524,-0.6
525,-0.6
526,2.3999999999999995
527,-2.6000000000000005
528,-1.6000000000000003
529,-1.6000000000000005
530,-0.6
531,-2.6000000000000005
532,-1.6000000000000005
533,0.39999999999999947
534,-0.6
535,1.3999999999999997
536,0.3999999999999997
537,1.4
538,-0.6
539,-0.6
540,-0.6
541,-2.6000000000000005
542,-0.6
543,-0.6
544,-2.6000000000000005
545,-1.6000000000000005
546,-0.6
547,1.3999999999999997
548,1.3999999999999995
549,-1.6000000000000005
550,0.3999999999999999
551,1.3999999999999997
552,-1.6000000000000005
553,-0.6
554,-0.6
555,-1.6000000000000003
556,-2.6
557,0.3999999999999999
558,0.3999999999999999
559,-0.6
560,-1.6000000000000005
561,-1.6000000000000005
562,1.3999999999999997
563,-0.6
564,-1.6
565,-0.6
566,-0.6
567,1.3999999999999997
568,-1.6
569,-0.6
570,-0.6
571,0.3999999999999997
572,0.3999999999999998
573,-1.6
574,-4.6000000000000005
575,0.3999999999999998
576,-0.6000000000000002
577,-1.6000000000000003
578,0.3999999999999999
579,-2.6000000000000005
580,-0.6000000000000002
581,-1.6000000000000003
582,-2.6000000000000005
583,-2.6000000000000005
584,-0.6
585,-0.6
586,-0.6
587,0.3999999999999996
588,0.3999999999999997
589,-0.6
590,-0.6
591,-2.6000000000000005
592,-0.6
593,1.3999999999999995
594,1.3999999999999997
595,-0.6
596,-2.6000000000000005
597,-0.6
598,-1.6
599,-0.6
600,-0.6
601,-2.6000000000000005
602,-1.6000000000000005
603,-0.6
604,2.3999999999999995
605,-0.6
606,0.3999999999999998
607,-1.6000000000000005
608,1.4
609,-1.6000000000000005
610,-1.6
611,0.3999999999999997
612,0.3999999999999998
613,-1.6
614,-2.6000000000000005
615,0.3999999999999998
616,-0.6
617,-0.6
618,1.3999999999999997
619,-1.6000000000000003
620,1.4
621,-0.6
622,-0.6
623,-0.6
624,-0.6
625,0.3999999999999999
626,-1.6000000000000005
627,1.3999999999999995
628,-0.6
629,1.4
630,1.3999999999999995
631,1.3999999999999995
632,-0.6
633,11.4
634,-0.6
635,-0.6
636,-0.6
637,-1.6000000000000003
638,0.3999999999999997
639,-0.6
640,-0.6
641,-0.6
642,-0.6000000000000003
643,-0.6
644,-0.6
645,-1.6000000000000003
646,-0.6
647,1.4
648,1.3999999999999997
649,-0.6
650,-0.6
651,1.3999999999999997
652,-0.6
653,1.3999999999999997
654,-0.6
655,9.4
656,3.3999999999999995
657,9.4
658,9.4
659,11.4
660,9.4
661,11.4
662,-1.6000000000000003
663,9.4
664,9.4
665,11.4
666,9.4
667,9.4
668,1.3999999999999995
669,9.4
670,9.4
671,1.3999999999999997
672,9.4
673,11.4
674,-0.6000000000000005
675,-0.6000000000000002
676,11.4
677,9.4
678,9.4
679,9.4
680,0.3999999999999998
681,13.4
682,11.4
683,9.4
684,9.4
685,-0.6
686,9.4
687,9.4
688,9.4
689,11.4
690,9.4
691,9.4
692,9.4
693,11.4
694,9.4
695,11.4
696,9.4
697,9.4
698,0.39999999999999947
699,9.4
700,-1.6000000000000005
701,9.4
702,9.4
703,11.4
704,11.4
705,2.3999999999999995
706,0.3999999999999996
707,9.4
708,11.4
709,-0.6
710,11.4
711,0.3999999999999997
712,9.4
713,11.4
714,-0.6
715,11.4
716,-2.6000000000000005
717,-0.6
718,9.4
719,9.4
720,0.3999999999999996
721,9.4
722,9.4
723,9.4
724,9.4
725,9.4
726,11.4
727,-1.6000000000000005
728,9.4
729,11.4
730,9.4
731,9.4
732,11.4
733,9.4
734,9.4
735,-0.6
736,-1.6000000000000003
737,11.4
738,11.4
739,9.4
740,0.39999999999999947
741,9.4
742,-2.6000000000000005
743,-0.6
744,-0.6
745,9.4
746,13.4
747,-1.6000000000000005
748,9.4
749,9.4
750,9.4
751,-1.6000000000000003
752,11.4
753,-0.6
754,9.4
755,9.4
756,11.4
757,9.4
758,11.4
759,9.4
760,9.4
761,11.4
762,9.4
763,9.4
764,11.4
765,9.4
766,9.4
767,9.4
768,11.4
769,1.3999999999999995
770,9.4
771,-0.6
772,11.4
773,9.4
774,9.4
775,9.4
776,11.4
777,-0.6
778,9.4
779,9.4
780,11.4
781,9.4
782,9.4
783,11.4
784,9.4
785,9.4
786,11.4
787,9.4
788,9.4
789,-0.6000000000000005
790,9.4
791,9.4
792,11.4
793,-0.6
794,11.4
795,-1.6
796,11.4
797,9.4
798,9.4
799,-0.6
800,9.4
801,9.4
802,11.4
803,9.4
804,9.4
805,9.4
806,11.4
807,11.4
808,9.4
809,9.4
810,9.4
811,9.4
812,9.4
813,-0.6
814,-0.6
815,9.4
816,0.3999999999999997
817,11.4
818,9.4
819,9.4
820,-1.6000000000000005
821,11.4
822,9.4
823,11.4
824,9.4
825,9.4
826,9.4
827,-0.6
828,9.4
829,9.4
830,11.4
831,11.4
832,11.4
833,11.4
834,9.4
835,9.4
836,9.4
837,9.4
838,9.4
839,9.4
840,11.4
841,1.3999999999999997
842,9.4
843,2.3999999999999995
844,9.4
845,9.4
846,9.4
847,9.4
848,9.4
849,9.4
850,9.4
851,9.4
852,9.4
853,11.4
854,11.4
855,11.4
856,9.4
857,-1.6
858,9.4
859,9.4
860,9.4
861,11.4
862,9.4
863,9.4
864,-0.6
865,-0.6000000000000003
866,9.4
867,9.4
868,0.3999999999999996
869,13.4
870,-1.6000000000000005
871,9.4
872,9.4
873,11.4
874,11.4
875,9.4
876,-0.6
877,-1.6000000000000003
878,-0.6
879,9.4
880,-1.6000000000000005
881,9.4
882,-1.6000000000000005
883,9.4
884,11.4
885,9.4
886,11.4
887,9.4
888,9.4
889,13.4
890,9.4
891,11.4
892,11.4
893,11.4
894,9.4
895,9.4
896,9.4
897,11.4
898,9.4
899,9.4
900,9.4
901,9.4
902,-1.6000000000000003
903,9.4
904,-1.6
905,9.4
906,11.4
907,11.4
908,11.4
909,-0.6
910,9.4
911,9.4
912,11.4
913,9.4
914,-1.6000000000000005
915,11.4
916,9.4
917,-1.6000000000000003
918,11.4
919,9.4
920,-0.6
921,9.4
922,9.4
923,9.4
924,9.4
925,11.4
926,11.4
927,-1.6
928,13.4
929,9.4
930,9.4
931,9.4
932,-1.6000000000000005
933,9.4
934,11.4
935,9.4
936,11.4
937,11.4
938,-0.6
939,9.4
940,11.4
941,9.4
942,11.4
943,9.4
944,3.3999999999999995
945,9.4
946,9.4
947,11.4
948,9.4
949,9.4
950,-0.6
951,9.4
952,11.4
953,9.4
954,11.4
955,9.4
956,11.4
957,9.4
958,11.4
959,11.4
960,9.4
961,13.4
962,9.4
963,11.4
964,9.4
965,9.4
966,-1.6000000000000005
967,9.4
968,9.4
969,9.4
970,9.4
971,9.4
972,9.4
973,2.3999999999999995
974,9.4
975,9.4
976,9.4
977,9.4
978,9.4
979,11.4
980,9.4
981,9.4
982,11.4
983,-1.6000000000000003
984,9.4
985,11.4
986,9.4
987,9.4
988,1.3999999999999995
989,9.4
990,9.4
991,9.4
992,11.4
993,9.4
994,11.4
995,9.4
996,9.4
997,9.4
998,9.4
999,9.4
1000,11.4
